RequestorODS,Month,RegistrationCount,RequestCount,IntegratedCount,SuppressedCount,SuccessRate
C82037,07,40,3,2,0,"0.6666666666666666"
C82037,08,63,3,1,0,"0.3333333333333333"
C82038,05,196,43,30,0,"0.6976744186046512"
C82038,06,136,41,40,0,"0.975609756097561"
C82038,07,153,28,23,0,"0.8214285714285714"
C82038,08,185,34,32,0,"0.9411764705882353"
C82039,05,86,6,6,0,1
C82039,06,70,16,8,0,"0.5"
C82039,07,87,10,9,0,"0.9"
C82039,08,77,11,7,0,"0.6363636363636364"
C82040,05,44,11,10,0,"0.9090909090909091"
C82040,06,44,6,5,0,"0.8333333333333334"
C82040,07,48,6,0,0,0
C82040,08,40,11,0,0,0
C82041,05,108,24,1,0,"0.041666666666666664"
C82041,06,88,26,6,0,"0.23076923076923078"
C82041,07,108,34,2,0,"0.058823529411764705"
C82041,08,129,22,3,0,"0.13636363636363635"
C82042,05,43,28,25,2,"0.9642857142857143"
C82042,06,68,43,32,6,"0.8837209302325582"
C82042,07,62,44,27,12,"0.8863636363636364"
C82042,08,214,206,139,37,"0.8543689320388349"
C82043,05,41,23,23,0,1
C82043,06,48,28,22,2,"0.8571428571428571"
C82043,07,71,37,31,4,"0.9459459459459459"
C82043,08,49,25,23,0,"0.92"
C82044,05,61,43,35,2,"0.8604651162790697"
C82044,06,55,40,32,7,"0.975"
C82044,07,52,40,34,4,"0.95"
C82044,08,63,35,32,1,"0.9428571428571428"
C82045,05,80,15,13,0,"0.8666666666666667"
C82045,06,90,6,3,0,"0.5"
C82045,07,64,6,6,0,1
C82045,08,61,8,7,0,"0.875"
C82046,05,112,11,3,0,"0.2727272727272727"
C82046,06,106,9,3,0,"0.3333333333333333"
C82046,07,99,15,5,0,"0.3333333333333333"
C82046,08,92,6,5,0,"0.8333333333333334"
C82047,05,36,11,8,0,"0.7272727272727273"
C82047,06,47,14,13,0,"0.9285714285714286"
C82047,07,56,15,13,0,"0.8666666666666667"
C82047,08,67,30,26,0,"0.8666666666666667"
C82048,05,27,17,12,2,"0.8235294117647058"
C82048,06,16,10,8,0,"0.8"
C82048,07,38,31,26,3,"0.9354838709677419"
C82048,08,31,25,15,8,"0.92"
C82050,05,64,12,10,0,"0.8333333333333334"
C82050,06,58,5,4,0,"0.8"
C82050,07,50,8,8,0,1
C82050,08,36,3,2,0,"0.6666666666666666"
C82051,05,73,18,13,0,"0.7222222222222222"
C82051,06,75,26,23,0,"0.8846153846153846"
C82051,07,79,20,16,0,"0.8"
C82051,08,53,14,10,0,"0.7142857142857143"
C82052,05,36,4,0,0,0
C82052,06,30,3,0,0,0
C82052,07,44,12,4,0,"0.3333333333333333"
C82052,08,32,5,4,0,"0.8"
C82053,05,85,8,8,0,1
C82053,06,40,4,4,0,1
C82053,07,94,9,8,0,"0.8888888888888888"
C82053,08,61,9,3,0,"0.3333333333333333"
C82054,05,66,23,14,0,"0.6086956521739131"
C82054,06,47,15,9,0,"0.6"
C82054,07,55,23,12,0,"0.5217391304347826"
C82054,08,63,23,13,0,"0.5652173913043478"
C82055,05,76,14,13,0,"0.9285714285714286"
C82055,06,85,14,9,0,"0.6428571428571429"
C82055,07,81,13,13,0,1
C82055,08,78,16,16,0,1
C82056,05,51,2,1,0,"0.5"
C82056,06,57,5,3,0,"0.6"
C82056,07,53,3,3,0,1
C82056,08,81,14,11,0,"0.7857142857142857"
C82059,05,2,,0,0,
C82059,06,2,,0,0,
C82059,07,1,,0,0,
C82060,05,14,1,0,0,0
C82060,06,22,2,1,0,"0.5"
C82060,07,30,5,5,0,1
C82060,08,20,3,0,0,0
C82061,05,89,28,24,0,"0.8571428571428571"
C82061,06,137,50,42,0,"0.84"
C82061,07,101,38,35,0,"0.9210526315789473"
C82061,08,111,30,23,0,"0.7666666666666667"
C82062,05,51,12,9,0,"0.75"
C82062,06,51,8,1,0,"0.125"
C82062,07,69,13,8,0,"0.6153846153846154"
C82062,08,55,12,10,0,"0.8333333333333334"
C82063,05,86,7,6,0,"0.8571428571428571"
C82063,06,88,13,13,0,1
C82063,07,85,11,10,0,"0.9090909090909091"
C82063,08,75,11,10,0,"0.9090909090909091"
C82064,05,73,8,3,0,"0.375"
C82064,06,72,20,16,0,"0.8"
C82064,07,74,9,8,0,"0.8888888888888888"
C82064,08,85,8,3,0,"0.375"
C82066,05,90,11,0,0,0
C82066,06,65,9,3,0,"0.3333333333333333"
C82066,07,129,26,11,0,"0.4230769230769231"
C82066,08,103,9,5,0,"0.5555555555555556"
C82067,05,62,19,17,0,"0.8947368421052632"
C82067,06,45,18,18,0,1
C82067,07,68,17,17,0,1
C82067,08,47,11,11,0,1
C82068,05,69,14,9,0,"0.6428571428571429"
C82068,06,62,7,7,0,1
C82068,07,47,12,9,0,"0.75"
C82068,08,70,4,2,0,"0.5"
C82070,05,60,7,7,0,1
C82070,06,46,9,9,0,1
C82070,07,63,7,6,0,"0.8571428571428571"
C82070,08,47,7,7,0,1
C82071,05,70,14,12,0,"0.8571428571428571"
C82071,06,86,14,5,0,"0.35714285714285715"
C82071,07,81,9,4,0,"0.4444444444444444"
C82071,08,97,20,10,0,"0.5"
C82072,05,51,1,0,0,0
C82072,06,42,3,3,0,1
C82072,07,58,10,7,0,"0.7"
C82072,08,83,7,3,0,"0.42857142857142855"
C82073,05,89,13,13,0,1
C82073,06,143,16,15,0,"0.9375"
C82073,07,112,12,11,0,"0.9166666666666666"
C82073,08,104,12,8,0,"0.6666666666666666"
C82075,05,59,24,18,0,"0.75"
C82075,06,58,14,14,0,1
C82075,07,54,21,19,0,"0.9047619047619048"
C82075,08,50,9,9,0,1
C82076,05,33,4,3,0,"0.75"
C82076,06,50,17,13,0,"0.7647058823529411"
C82076,07,30,9,1,0,"0.1111111111111111"
C82076,08,34,9,8,0,"0.8888888888888888"
C82077,05,69,19,3,0,"0.15789473684210525"
C82077,06,55,18,7,0,"0.3888888888888889"
C82077,07,86,30,25,0,"0.8333333333333334"
C82077,08,171,57,39,0,"0.6842105263157895"
C82078,05,73,13,12,0,"0.9230769230769231"
C82078,06,65,12,8,0,"0.6666666666666666"
C82078,07,83,9,5,0,"0.5555555555555556"
C82078,08,273,14,7,0,"0.5"
C82079,05,32,6,1,0,"0.16666666666666666"
C82079,06,46,7,5,0,"0.7142857142857143"
C82079,07,53,4,3,0,"0.75"
C82079,08,42,6,6,0,1
C82080,05,24,2,0,0,0
C82080,06,13,,0,0,
C82080,07,22,4,4,0,1
C82080,08,40,,0,0,
C82082,05,26,7,0,0,0
C82082,06,22,8,0,0,0
C82082,07,35,10,0,0,0
C82082,08,23,10,0,0,0
C82084,05,34,2,2,0,1
C82084,06,6,1,1,0,1
C82084,07,30,4,4,0,1
C82084,08,31,6,6,0,1
C82086,05,96,8,6,0,"0.75"
C82086,06,135,9,7,0,"0.7777777777777778"
C82086,07,109,9,7,0,"0.7777777777777778"
C82086,08,93,6,2,0,"0.3333333333333333"
C82088,05,53,5,2,0,"0.4"
C82088,06,70,12,5,0,"0.4166666666666667"
C82088,07,65,7,7,0,1
C82088,08,38,1,1,0,1
C82091,05,66,11,3,0,"0.2727272727272727"
C82091,06,73,3,2,0,"0.6666666666666666"
C82091,07,99,14,6,0,"0.42857142857142855"
C82091,08,65,10,4,0,"0.4"
C82092,05,47,4,3,0,"0.75"
C82092,06,30,,0,0,
C82092,07,27,,0,0,
C82092,08,31,4,4,0,1
C82093,05,76,16,16,0,1
C82093,06,49,13,12,0,"0.9230769230769231"
C82093,07,74,26,17,0,"0.6538461538461539"
C82093,08,68,22,13,0,"0.5909090909090909"
C82094,05,41,6,6,0,1
C82094,06,49,4,2,0,"0.5"
C82094,07,60,13,11,0,"0.8461538461538461"
C82094,08,41,1,0,0,0
C82095,05,54,4,4,0,1
C82095,06,39,12,11,0,"0.9166666666666666"
C82095,07,73,16,9,0,"0.5625"
C82095,08,73,14,11,0,"0.7857142857142857"
C82096,05,66,7,3,0,"0.42857142857142855"
C82096,06,45,5,0,0,0
C82096,07,88,10,7,0,"0.7"
C82096,08,83,11,6,0,"0.5454545454545454"
C82097,05,38,6,6,0,1
C82097,06,20,1,1,0,1
C82097,07,21,3,2,0,"0.6666666666666666"
C82097,08,21,4,4,0,1
C82098,05,43,10,4,0,"0.4"
C82098,06,30,1,1,0,1
C82098,07,40,4,2,0,"0.5"
C82098,08,37,2,2,0,1
C82099,05,11,,0,0,
C82099,06,13,4,0,0,0
C82099,07,15,,0,0,
C82099,08,22,1,0,0,0
C82100,05,45,3,2,0,"0.6666666666666666"
C82100,06,25,1,1,0,1
C82100,07,34,3,0,0,0
C82100,08,39,6,4,0,"0.6666666666666666"
C82102,05,29,20,16,1,"0.85"
C82102,06,38,23,18,2,"0.8695652173913043"
C82102,07,27,22,15,5,"0.9090909090909091"
C82102,08,41,29,27,0,"0.9310344827586207"
C82103,05,54,6,6,0,1
C82103,06,48,11,9,0,"0.8181818181818182"
C82103,07,58,6,3,0,"0.5"
C82103,08,38,7,0,0,0
C82105,05,25,,0,0,
C82105,06,29,1,1,0,1
C82105,07,23,11,11,0,1
C82105,08,36,4,4,0,1
C82107,05,102,4,3,0,"0.75"
C82107,06,69,6,6,0,1
C82107,07,90,10,10,0,1
C82107,08,95,14,10,0,"0.7142857142857143"
C82109,05,71,53,43,7,"0.9433962264150944"
C82109,06,35,28,25,2,"0.9642857142857143"
C82109,07,40,33,29,4,1
C82109,08,39,28,24,1,"0.8928571428571429"
C82111,05,83,36,24,0,"0.6666666666666666"
C82111,06,31,9,7,0,"0.7777777777777778"
C82111,07,235,12,10,0,"0.8333333333333334"
C82111,08,188,19,14,0,"0.7368421052631579"
C82112,05,20,5,5,0,1
C82112,06,14,10,9,0,"0.9"
C82112,07,32,19,19,0,1
C82112,08,23,15,14,1,1
C82114,05,28,2,1,0,"0.5"
C82114,06,26,5,3,0,"0.6"
C82114,07,26,,0,0,
C82114,08,23,10,9,0,"0.9"
C82116,05,16,1,0,0,0
C82116,06,27,8,8,0,1
C82116,07,18,2,2,0,1
C82116,08,12,,0,0,
C82119,05,10,1,0,0,0
C82119,06,13,7,5,0,"0.7142857142857143"
C82119,07,22,2,0,0,0
C82119,08,11,1,1,0,1
C82120,05,11,2,2,0,1
C82120,06,22,1,1,0,1
C82120,07,27,4,3,0,"0.75"
C82120,08,15,5,5,0,1
C82121,05,114,24,18,0,"0.75"
C82121,06,92,16,15,0,"0.9375"
C82121,07,102,26,25,0,"0.9615384615384616"
C82121,08,108,30,28,0,"0.9333333333333333"
C82122,05,46,7,7,0,1
C82122,06,84,17,9,0,"0.5294117647058824"
C82122,07,62,13,0,0,0
C82122,08,53,8,2,0,"0.25"
C82124,05,146,42,29,0,"0.6904761904761905"
C82124,06,103,18,17,0,"0.9444444444444444"
C82124,07,100,11,10,0,"0.9090909090909091"
C82124,08,92,17,15,0,"0.8823529411764706"
C82600,05,50,44,34,0,"0.7727272727272727"
C82600,06,43,32,27,0,"0.84375"
C82600,07,37,28,28,0,1
C82600,08,84,74,63,0,"0.8513513513513513"
C82610,05,64,2,1,0,"0.5"
C82610,06,55,2,2,0,1
C82610,07,68,10,10,0,1
C82610,08,77,10,9,0,"0.9"
C82611,05,20,1,1,0,1
C82611,06,26,7,3,0,"0.42857142857142855"
C82611,07,46,12,10,0,"0.8333333333333334"
C82611,08,36,12,11,0,"0.9166666666666666"
C82614,05,38,8,5,0,"0.625"
C82614,06,30,5,5,0,1
C82614,07,29,5,5,0,1
C82614,08,47,11,11,0,1
C82620,05,12,,0,0,
C82620,06,8,1,1,0,1
C82620,07,10,1,1,0,1
C82620,08,5,,0,0,
C82623,05,35,5,4,0,"0.8"
C82623,06,20,2,2,0,1
C82623,07,32,1,1,0,1
C82623,08,27,,0,0,
C82624,05,50,8,0,0,0
C82624,06,62,7,4,0,"0.5714285714285714"
C82624,07,87,6,3,0,"0.5"
C82624,08,72,6,3,0,"0.5"
C82626,05,35,3,3,0,1
C82626,06,23,2,2,0,1
C82626,07,20,2,2,0,1
C82626,08,35,1,1,0,1
C82627,05,57,48,41,4,"0.9375"
C82627,06,70,49,39,4,"0.8775510204081632"
C82627,07,66,59,56,1,"0.9661016949152542"
C82627,08,70,45,34,5,"0.8666666666666667"
C82628,05,19,,0,0,
C82628,06,27,2,0,0,0
C82628,07,24,5,4,0,"0.8"
C82628,08,18,5,1,0,"0.2"
C82631,05,47,1,1,0,1
C82631,06,39,4,4,0,1
C82631,07,56,6,5,0,"0.8333333333333334"
C82631,08,36,6,6,0,1
C82634,05,40,1,1,0,1
C82634,06,40,3,1,0,"0.3333333333333333"
C82634,07,33,1,0,0,0
C82634,08,51,9,5,0,"0.5555555555555556"
C82639,05,96,2,2,0,1
C82639,06,94,6,4,0,"0.6666666666666666"
C82639,07,109,14,10,0,"0.7142857142857143"
C82639,08,142,23,12,0,"0.5217391304347826"
C82642,05,118,3,3,0,1
C82642,06,94,8,8,0,1
C82642,07,143,12,9,0,"0.75"
C82642,08,94,14,7,0,"0.5"
C82643,05,74,10,6,0,"0.6"
C82643,06,66,8,7,0,"0.875"
C82643,07,88,18,6,0,"0.3333333333333333"
C82643,08,117,3,3,0,1
C82644,05,38,4,2,0,"0.5"
C82644,06,41,8,0,0,0
C82644,07,39,12,3,0,"0.25"
C82644,08,75,12,1,0,"0.08333333333333333"
C82649,05,34,6,6,0,1
C82649,06,17,7,2,0,"0.2857142857142857"
C82649,07,36,12,6,0,"0.5"
C82649,08,40,19,17,0,"0.8947368421052632"
C82650,05,45,31,27,3,"0.967741935483871"
C82650,06,25,16,12,2,"0.875"
C82650,07,36,28,24,3,"0.9642857142857143"
C82650,08,27,17,14,2,"0.9411764705882353"
C82651,05,29,4,2,0,"0.5"
C82651,06,28,6,2,0,"0.3333333333333333"
C82651,07,26,1,1,0,1
C82651,08,16,5,3,0,"0.6"
C82653,05,29,4,2,0,"0.5"
C82653,06,40,2,2,0,1
C82653,07,43,3,3,0,1
C82653,08,35,,0,0,
C82656,05,21,9,9,0,1
C82656,06,12,2,2,0,1
C82656,07,36,2,2,0,1
C82656,08,30,4,1,0,"0.25"
C82657,05,1,,0,0,
C82657,06,12,4,4,0,1
C82657,07,1,,0,0,
C82659,05,24,1,0,0,0
C82659,06,17,1,0,0,0
C82659,07,13,,0,0,
C82659,08,18,3,3,0,1
C82660,05,46,2,2,0,1
C82660,06,45,3,2,0,"0.6666666666666666"
C82660,07,52,8,8,0,1
C82660,08,43,6,6,0,1
C82662,05,49,4,3,0,"0.75"
C82662,06,101,7,6,0,"0.8571428571428571"
C82662,07,101,4,1,0,"0.25"
C82662,08,81,3,3,0,1
C82663,05,46,7,5,0,"0.7142857142857143"
C82663,06,20,3,3,0,1
C82663,07,35,11,10,0,"0.9090909090909091"
C82663,08,18,5,4,0,"0.8"
C82667,05,33,6,4,0,"0.6666666666666666"
C82667,06,33,7,1,0,"0.14285714285714285"
C82667,07,48,5,2,0,"0.4"
C82667,08,37,4,0,0,0
C82669,05,46,5,3,0,"0.6"
C82669,06,37,6,3,0,"0.5"
C82669,07,30,2,2,0,1
C82669,08,44,3,2,0,"0.6666666666666666"
C82670,05,35,5,1,0,"0.2"
C82670,06,38,5,3,0,"0.6"
C82670,07,38,3,2,0,"0.6666666666666666"
C82670,08,40,4,4,0,1
C82671,05,50,5,0,0,0
C82671,06,39,,0,0,
C82671,07,40,,0,0,
C82671,08,59,6,1,0,"0.16666666666666666"
C82676,05,14,12,11,0,"0.9166666666666666"
C82676,06,21,7,6,0,"0.8571428571428571"
C82676,07,19,10,8,2,1
C82676,08,34,23,17,1,"0.782608695652174"
C82678,05,9,,0,0,
C82678,06,45,1,1,0,1
C82678,07,45,6,2,0,"0.3333333333333333"
C82678,08,53,12,7,0,"0.5833333333333334"
C82680,05,22,2,2,0,1
C82680,06,28,2,1,0,"0.5"
C82680,07,24,7,4,0,"0.5714285714285714"
C82680,08,50,15,10,0,"0.6666666666666666"
C83001,05,96,7,7,0,1
C83001,06,86,4,3,0,"0.75"
C83001,07,123,7,5,0,"0.7142857142857143"
C83001,08,101,17,13,0,"0.7647058823529411"
C83002,05,47,2,0,0,0
C83002,06,74,8,0,0,0
C83002,07,73,21,1,0,"0.047619047619047616"
C83002,08,112,18,2,0,"0.1111111111111111"
C83003,05,141,68,56,6,"0.9117647058823529"
C83003,06,114,51,42,5,"0.9215686274509803"
C83003,07,165,72,64,3,"0.9305555555555556"
C83003,08,144,76,68,2,"0.9210526315789473"
C83004,05,77,8,5,0,"0.625"
C83004,06,67,8,4,0,"0.5"
C83004,07,68,5,3,0,"0.6"
C83004,08,87,3,0,0,0
C83005,05,40,3,3,0,1
C83005,06,52,11,8,0,"0.7272727272727273"
C83005,07,72,10,9,0,"0.9"
C83005,08,43,7,3,0,"0.42857142857142855"
C83007,05,120,32,23,0,"0.71875"
C83007,06,168,54,51,0,"0.9444444444444444"
C83007,07,193,78,67,0,"0.8589743589743589"
C83007,08,161,30,26,0,"0.8666666666666667"
C83008,05,56,13,12,0,"0.9230769230769231"
C83008,06,29,5,4,0,"0.8"
C83008,07,48,13,11,0,"0.8461538461538461"
C83008,08,63,8,5,0,"0.625"
C83009,05,74,3,3,0,1
C83009,06,70,11,1,0,"0.09090909090909091"
C83009,07,50,5,5,0,1
C83009,08,62,3,2,0,"0.6666666666666666"
C83010,05,163,9,9,0,1
C83010,06,116,19,14,0,"0.7368421052631579"
C83010,07,127,15,9,0,"0.6"
C83010,08,110,13,13,0,1
C83011,05,57,4,0,0,0
C83011,06,75,11,6,0,"0.5454545454545454"
C83011,07,122,24,21,0,"0.875"
C83011,08,140,23,22,0,"0.9565217391304348"
C83013,05,56,11,1,0,"0.09090909090909091"
C83013,06,48,5,4,0,"0.8"
C83013,07,56,9,0,0,0
C83013,08,64,8,4,0,"0.5"
C83014,05,101,3,3,0,1
C83014,06,71,10,10,0,1
C83014,07,87,9,4,0,"0.4444444444444444"
C83014,08,64,14,12,0,"0.8571428571428571"
C83015,05,58,5,4,0,"0.8"
C83015,06,60,12,8,0,"0.6666666666666666"
C83015,07,62,12,8,0,"0.6666666666666666"
C83015,08,55,7,7,0,1
C83018,05,39,8,6,0,"0.75"
C83018,06,51,6,4,0,"0.6666666666666666"
C83018,07,55,9,3,0,"0.3333333333333333"
C83018,08,52,10,7,0,"0.7"
C83019,05,170,36,34,0,"0.9444444444444444"
C83019,06,137,26,21,0,"0.8076923076923077"
C83019,07,159,39,29,0,"0.7435897435897436"
C83019,08,135,11,5,0,"0.45454545454545453"
C83020,05,78,18,13,0,"0.7222222222222222"
C83020,06,60,14,11,0,"0.7857142857142857"
C83020,07,99,26,19,0,"0.7307692307692307"
C83020,08,89,20,20,0,1
C83022,05,96,25,25,0,1
C83022,06,109,29,20,0,"0.6896551724137931"
C83022,07,154,56,55,0,"0.9821428571428571"
C83022,08,117,33,28,0,"0.8484848484848485"
C83023,05,78,11,11,0,1
C83023,06,78,14,13,0,"0.9285714285714286"
C83023,07,83,14,13,0,"0.9285714285714286"
C83023,08,125,15,13,0,"0.8666666666666667"
C83024,05,7,2,1,0,"0.5"
C83024,06,24,7,3,0,"0.42857142857142855"
C83024,07,15,9,2,0,"0.2222222222222222"
C83024,08,19,1,1,0,1
C83025,05,80,8,5,0,"0.625"
C83025,06,95,17,13,0,"0.7647058823529411"
C83025,07,130,12,10,0,"0.8333333333333334"
C83025,08,122,17,5,0,"0.29411764705882354"
C83026,05,88,53,43,5,"0.9056603773584906"
C83026,06,106,60,52,6,"0.9666666666666667"
C83026,07,107,72,58,5,"0.875"
C83026,08,137,95,79,10,"0.9368421052631579"
C83027,05,55,13,8,0,"0.6153846153846154"
C83027,06,59,10,8,0,"0.8"
C83027,07,81,14,10,0,"0.7142857142857143"
C83027,08,86,19,7,0,"0.3684210526315789"
C83028,05,41,14,14,0,1
C83028,06,27,10,10,0,1
C83028,07,46,20,20,0,1
C83028,08,53,14,12,0,"0.8571428571428571"
C83029,05,32,6,6,0,1
C83029,06,32,2,2,0,1
C83029,07,40,8,5,0,"0.625"
C83029,08,36,4,4,0,1
C83030,05,33,1,0,0,0
C83030,06,27,6,3,0,"0.5"
C83030,07,31,9,9,0,1
C83030,08,37,4,4,0,1
C83031,05,86,16,7,0,"0.4375"
C83031,06,71,6,2,0,"0.3333333333333333"
C83031,07,69,8,7,0,"0.875"
C83031,08,90,13,7,0,"0.5384615384615384"
C83032,05,46,6,3,0,"0.5"
C83032,06,39,9,5,0,"0.5555555555555556"
C83032,07,57,14,1,0,"0.07142857142857142"
C83032,08,56,10,4,0,"0.4"
C83033,05,23,11,6,0,"0.5454545454545454"
C83033,06,20,4,4,0,1
C83033,07,22,3,3,0,1
C83033,08,26,2,2,0,1
C83035,05,60,20,17,0,"0.85"
C83035,06,62,14,10,0,"0.7142857142857143"
C83035,07,67,15,15,0,1
C83035,08,68,15,13,0,"0.8666666666666667"
C83036,05,55,46,37,7,"0.9565217391304348"
C83036,06,46,34,26,5,"0.9117647058823529"
C83036,07,69,52,41,7,"0.9230769230769231"
C83036,08,57,43,39,1,"0.9302325581395349"
C83037,05,46,3,3,0,1
C83037,06,70,6,6,0,1
C83037,07,64,14,6,0,"0.42857142857142855"
C83037,08,70,19,11,0,"0.5789473684210527"
C83038,05,47,39,32,4,"0.9230769230769231"
C83038,06,61,48,40,5,"0.9375"
C83038,07,38,28,25,2,"0.9642857142857143"
C83038,08,70,59,48,8,"0.9491525423728814"
C83039,05,49,39,36,1,"0.9487179487179487"
C83039,06,37,30,25,4,"0.9666666666666667"
C83039,07,30,18,16,0,"0.8888888888888888"
C83039,08,41,35,33,0,"0.9428571428571428"
C83040,05,74,14,7,0,"0.5"
C83040,06,59,11,3,0,"0.2727272727272727"
C83040,07,53,7,1,0,"0.14285714285714285"
C83040,08,65,10,4,0,"0.4"
C83041,05,59,16,11,0,"0.6875"
C83041,06,59,16,12,0,"0.75"
C83041,07,46,11,9,0,"0.8181818181818182"
C83041,08,36,5,5,0,1
C83042,05,36,7,7,0,1
C83042,06,53,13,8,0,"0.6153846153846154"
C83042,07,49,11,7,0,"0.6363636363636364"
C83042,08,43,12,10,0,"0.8333333333333334"
C83043,05,69,10,3,0,"0.3"
C83043,06,67,9,7,0,"0.7777777777777778"
C83043,07,64,17,10,0,"0.5882352941176471"
C83043,08,59,13,11,0,"0.8461538461538461"
C83044,05,99,64,56,5,"0.953125"
C83044,06,68,40,36,1,"0.925"
C83044,07,85,59,53,1,"0.9152542372881356"
C83044,08,106,59,55,1,"0.9491525423728814"
C83045,05,112,20,12,0,"0.6"
C83045,06,87,11,9,0,"0.8181818181818182"
C83045,07,126,17,13,0,"0.7647058823529411"
C83045,08,119,20,20,0,1
C83046,05,25,1,1,0,1
C83046,06,52,5,5,0,1
C83046,07,28,2,1,0,"0.5"
C83046,08,58,9,9,0,1
C83048,05,83,41,33,6,"0.9512195121951219"
C83048,06,68,27,23,3,"0.9629629629629629"
C83048,07,42,10,7,1,"0.8"
C83048,08,78,14,2,0,"0.14285714285714285"
C83049,05,40,8,3,0,"0.375"
C83049,06,31,4,4,0,1
C83049,07,56,6,3,0,"0.5"
C83049,08,74,7,1,0,"0.14285714285714285"
C83051,05,75,7,7,0,1
C83051,06,91,11,11,0,1
C83051,07,109,8,8,0,1
C83051,08,56,6,6,0,1
C83052,05,33,8,3,0,"0.375"
C83052,06,29,6,3,0,"0.5"
C83052,07,41,8,6,0,"0.75"
C83052,08,28,2,0,0,0
C83053,05,19,17,16,0,"0.9411764705882353"
C83053,06,18,14,12,2,1
C83053,07,13,11,10,1,1
C83053,08,20,15,15,0,1
C83054,05,98,80,63,10,"0.9125"
C83054,06,103,84,70,12,"0.9761904761904762"
C83054,07,148,113,100,9,"0.9646017699115044"
C83054,08,96,79,68,8,"0.9620253164556962"
C83055,05,42,12,9,0,"0.75"
C83055,06,51,7,6,0,"0.8571428571428571"
C83055,07,51,10,4,0,"0.4"
C83055,08,44,4,3,0,"0.75"
C83056,05,94,10,5,0,"0.5"
C83056,06,109,15,9,0,"0.6"
C83056,07,97,15,6,0,"0.4"
C83056,08,78,12,7,0,"0.5833333333333334"
C83057,05,95,13,6,0,"0.46153846153846156"
C83057,06,65,8,0,0,0
C83057,07,80,27,19,0,"0.7037037037037037"
C83057,08,86,11,8,0,"0.7272727272727273"
C83058,05,42,2,1,0,"0.5"
C83058,06,57,4,1,0,"0.25"
C83058,07,48,2,1,0,"0.5"
C83058,08,50,4,2,0,"0.5"
C83059,05,119,4,3,0,"0.75"
C83059,06,122,13,4,0,"0.3076923076923077"
C83059,07,90,10,7,0,"0.7"
C83059,08,102,10,4,0,"0.4"
C83060,05,88,12,9,0,"0.75"
C83060,06,100,7,3,0,"0.42857142857142855"
C83060,07,78,7,0,0,0
C83060,08,89,11,3,0,"0.2727272727272727"
C83061,05,37,9,6,0,"0.6666666666666666"
C83061,06,52,11,11,0,1
C83061,07,62,18,16,0,"0.8888888888888888"
C83061,08,46,15,15,0,1
C83062,05,33,1,1,0,1
C83062,06,44,7,6,0,"0.8571428571428571"
C83062,07,32,2,2,0,1
C83062,08,64,17,13,0,"0.7647058823529411"
C83063,05,86,45,38,5,"0.9555555555555556"
C83063,06,105,72,63,7,"0.9722222222222222"
C83063,07,78,53,44,8,"0.9811320754716981"
C83063,08,113,80,62,11,"0.9125"
C83064,05,95,19,12,0,"0.631578947368421"
C83064,06,93,16,13,0,"0.8125"
C83064,07,111,21,20,0,"0.9523809523809523"
C83064,08,82,14,13,0,"0.9285714285714286"
C83065,05,63,15,14,0,"0.9333333333333333"
C83065,06,46,15,12,0,"0.8"
C83065,07,74,22,22,0,1
C83065,08,49,24,21,0,"0.875"
C83067,05,33,7,5,0,"0.7142857142857143"
C83067,06,51,16,8,0,"0.5"
C83067,07,43,8,7,0,"0.875"
C83067,08,27,5,5,0,1
C83071,05,46,6,4,0,"0.6666666666666666"
C83071,06,43,6,6,0,1
C83071,07,43,8,8,0,1
C83071,08,39,6,5,0,"0.8333333333333334"
C83072,05,66,3,1,0,"0.3333333333333333"
C83072,06,70,7,7,0,1
C83072,07,75,13,7,0,"0.5384615384615384"
C83072,08,75,12,4,0,"0.3333333333333333"
C83073,05,29,5,5,0,1
C83073,06,48,7,5,0,"0.7142857142857143"
C83073,07,54,12,11,0,"0.9166666666666666"
C83073,08,82,11,10,0,"0.9090909090909091"
C83074,05,32,13,11,0,"0.8461538461538461"
C83074,06,21,2,2,0,1
C83074,07,38,19,16,0,"0.8421052631578947"
C83074,08,28,11,10,0,"0.9090909090909091"
C83075,05,62,19,19,0,1
C83075,06,47,11,11,0,1
C83075,07,77,19,6,0,"0.3157894736842105"
C83075,08,50,13,3,0,"0.23076923076923078"
C83078,05,71,9,7,0,"0.7777777777777778"
C83078,06,95,16,13,0,"0.8125"
C83078,07,91,6,4,0,"0.6666666666666666"
C83078,08,55,6,0,0,0
C83079,05,57,4,3,0,"0.75"
C83079,06,45,7,7,0,1
C83079,07,52,4,4,0,1
C83079,08,63,4,3,0,"0.75"
C83080,05,56,10,10,0,1
C83080,06,44,8,8,0,1
C83080,07,46,11,9,0,"0.8181818181818182"
C83080,08,48,6,6,0,1
C83082,05,108,11,7,0,"0.6363636363636364"
C83082,06,54,12,7,0,"0.5833333333333334"
C83082,07,85,23,22,0,"0.9565217391304348"
C83082,08,71,10,9,0,"0.9"
C83083,05,95,11,6,0,"0.5454545454545454"
C83083,06,62,5,3,0,"0.6"
C83083,07,85,14,10,0,"0.7142857142857143"
C83083,08,78,15,15,0,1
C83085,05,82,14,13,0,"0.9285714285714286"
C83085,06,56,7,5,0,"0.7142857142857143"
C83085,07,103,19,17,0,"0.8947368421052632"
C83085,08,77,8,8,0,1
C83611,05,54,5,2,0,"0.4"
C83611,06,52,5,3,0,"0.6"
